target_id	est_counts	tpm
ENSMUST00000120203.1	0.0000	0.0000
ENSMUST00000207748.1	0.0000	0.0000
ENSMUST00000105265.7	0.0000	0.0000
ENSMUST00000169921.7	0.0000	0.0000
ENSMUST00000130755.1	0.0000	0.0000
ENSMUST00000222447.1	0.0000	0.0000
ENSMUST00000220647.1	0.0000	0.0000
ENSMUST00000221825.1	0.0000	0.0000
ENSMUST00000153211.1	0.0000	0.0000
ENSMUST00000113505.3	1.0000	10.4489
ENSMUST00000143809.1	0.0000	0.0000
ENSMUST00000084383.9	0.3333	3.4830
ENSMUST00000115374.7	0.3333	3.4830
ENSMUST00000115375.7	0.3333	3.4830
ENSMUST00000179341.1	0.0000	0.0000
ENSMUST00000064652.13	0.0000	0.0000
ENSMUST00000205490.1	0.0007	0.0070
ENSMUST00000170837.2	2.0000	20.8978
ENSMUST00000023608.13	1.5000	15.6732
ENSMUST00000114191.7	1.5000	15.6732
ENSMUST00000127300.1	0.0000	0.0000
ENSMUST00000177599.2	0.0000	0.0000
ENSMUST00000156334.7	0.0000	0.0000
ENSMUST00000171419.7	0.0000	0.0000
ENSMUST00000140779.1	0.5000	5.2244
ENSMUST00000139932.7	0.5000	5.2244
ENSMUST00000137169.7	0.0000	0.0000
ENSMUST00000124780.7	0.0000	0.0000
ENSMUST00000129580.1	0.0000	0.0000
ENSMUST00000119653.1	0.0000	0.0000
ENSMUST00000044509.6	0.3333	3.4830
ENSMUST00000149685.7	0.3333	3.4830
ENSMUST00000138918.7	0.3333	3.4830
ENSMUST00000188533.1	0.0000	0.0000
ENSMUST00000186255.6	0.0000	0.0000
ENSMUST00000135494.3	0.0000	0.0000
ENSMUST00000142997.7	0.0000	0.0000
ENSMUST00000029722.6	1.0000	10.4489
ENSMUST00000155805.1	0.0000	0.0000
ENSMUST00000135560.1	0.0000	0.0000
ENSMUST00000148255.7	0.0000	0.0000
ENSMUST00000114193.7	0.0000	0.0002
ENSMUST00000191436.6	0.0000	0.0001
ENSMUST00000188503.1	0.0000	0.0001
ENSMUST00000145226.7	1.0000	10.4489
ENSMUST00000020271.12	0.0000	0.0000
ENSMUST00000057177.6	0.5000	5.2244
ENSMUST00000180159.7	0.5000	5.2244
ENSMUST00000111518.2	0.5000	5.2244
ENSMUST00000014777.8	0.5000	5.2244
ENSMUST00000034863.7	0.5000	5.2244
ENSMUST00000217314.1	0.5000	5.2244
ENSMUST00000142640.7	0.0000	0.0000
ENSMUST00000123229.7	1.0000	10.4489
ENSMUST00000087582.11	0.0000	0.0000
ENSMUST00000148178.7	0.0000	0.0000
ENSMUST00000114385.8	0.0000	0.0000
ENSMUST00000139302.7	0.0000	0.0000
ENSMUST00000079663.6	0.0000	0.0000
ENSMUST00000118718.1	0.0000	0.0000
ENSMUST00000121152.1	0.0000	0.0000
ENSMUST00000148801.1	0.0000	0.0000
ENSMUST00000116115.2	0.0000	0.0000
ENSMUST00000146538.1	0.0000	0.0000
ENSMUST00000217092.1	0.0000	0.0000
ENSMUST00000214585.1	0.0000	0.0000
ENSMUST00000182017.1	0.0000	0.0000
ENSMUST00000207594.1	1.0000	10.4489
ENSMUST00000211436.1	1.0000	10.4489
ENSMUST00000150479.1	1.0000	10.4489
ENSMUST00000161778.7	0.0000	0.0000
ENSMUST00000162624.7	0.0000	0.0000
ENSMUST00000159531.2	0.0000	0.0000
ENSMUST00000159209.7	0.0000	0.0000
ENSMUST00000125076.1	0.0000	0.0000
ENSMUST00000187379.1	1.0000	10.4489
ENSMUST00000150103.1	0.0000	0.0000
ENSMUST00000194605.1	0.3333	3.4830
ENSMUST00000180940.1	0.3333	3.4830
ENSMUST00000140687.1	0.3333	3.4830
ENSMUST00000088480.3	0.0000	0.0000
ENSMUST00000105169.5	0.0000	0.0000
ENSMUST00000223200.1	0.0000	0.0000
ENSMUST00000037850.5	1.0000	10.4489
ENSMUST00000152032.1	1.4828	15.4931
ENSMUST00000192045.1	1.0000	10.4489
ENSMUST00000112996.8	1.0000	10.4489
ENSMUST00000108779.7	0.0000	0.0000
ENSMUST00000144476.1	0.0000	0.0000
ENSMUST00000088494.2	0.0000	0.0003
ENSMUST00000150753.7	1.0000	10.4489
ENSMUST00000070690.7	1.0000	10.4489
ENSMUST00000124617.1	0.0000	0.0000
ENSMUST00000077389.7	0.0000	0.0000
ENSMUST00000025931.12	0.5000	5.2244
ENSMUST00000074371.11	0.5000	5.2244
ENSMUST00000033494.15	0.5000	5.2244
ENSMUST00000115666.7	0.5000	5.2244
ENSMUST00000196932.1	0.0000	0.0000
ENSMUST00000118948.1	0.0000	0.0000
ENSMUST00000151129.7	1.0000	10.4489
ENSMUST00000126593.2	0.0000	0.0000
ENSMUST00000078803.3	1.0000	10.4489
ENSMUST00000111285.8	0.3333	3.4830
ENSMUST00000173954.2	0.3333	3.4830
ENSMUST00000039812.15	0.3333	3.4830
ENSMUST00000153498.1	0.0000	0.0000
ENSMUST00000139956.1	0.0000	0.0000
ENSMUST00000118155.7	0.0000	0.0000
ENSMUST00000168722.1	0.0000	0.0000
ENSMUST00000022808.13	1.0000	10.4489
ENSMUST00000129311.1	0.0001	0.0011
ENSMUST00000205091.2	0.0000	0.0000
ENSMUST00000161685.7	1.0000	10.4489
ENSMUST00000025773.3	0.5000	5.2244
ENSMUST00000180621.2	0.5000	5.2244
ENSMUST00000110504.1	0.0000	0.0000
ENSMUST00000132586.1	0.0000	0.0000
ENSMUST00000068045.13	0.5000	5.2244
ENSMUST00000217157.1	0.5000	5.2244
ENSMUST00000149646.2	0.0000	0.0000
ENSMUST00000143101.3	0.0000	0.0000
